LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
RUS,CROPYIELD,WHEAT,THND_HA,A,1995,23909,
RUS,CROPYIELD,WHEAT,THND_HA,A,1996,25721,
RUS,CROPYIELD,WHEAT,THND_HA,A,1997,26056,
RUS,CROPYIELD,WHEAT,THND_HA,A,1998,26101,
RUS,CROPYIELD,WHEAT,THND_HA,A,1999,23022,
RUS,CROPYIELD,WHEAT,THND_HA,A,2000,23204,
RUS,CROPYIELD,WHEAT,THND_HA,A,2001,23765,
RUS,CROPYIELD,WHEAT,THND_HA,A,2002,25662,
RUS,CROPYIELD,WHEAT,THND_HA,A,2003,22130,
RUS,CROPYIELD,WHEAT,THND_HA,A,2004,24003,
RUS,CROPYIELD,WHEAT,THND_HA,A,2005,25342,
RUS,CROPYIELD,WHEAT,THND_HA,A,2006,23593,
RUS,CROPYIELD,WHEAT,THND_HA,A,2007,24382,
RUS,CROPYIELD,WHEAT,THND_HA,A,2008,26633,
RUS,CROPYIELD,WHEAT,THND_HA,A,2009,28698,
RUS,CROPYIELD,WHEAT,THND_HA,A,2010,26613,
RUS,CROPYIELD,WHEAT,THND_HA,A,2011,25679,
RUS,CROPYIELD,WHEAT,THND_HA,A,2012,25688,
RUS,CROPYIELD,WHEAT,THND_HA,A,2013,23359.1,
RUS,CROPYIELD,WHEAT,THND_HA,A,2014,23884.55,
RUS,CROPYIELD,WHEAT,THND_HA,A,2015,25851.8,
RUS,CROPYIELD,WHEAT,THND_HA,A,2016,27348.72,
RUS,CROPYIELD,WHEAT,THND_HA,A,2017,27648.83956,
RUS,CROPYIELD,WHEAT,THND_HA,A,2018,27663.53597,
RUS,CROPYIELD,WHEAT,THND_HA,A,2019,27758.29064,
RUS,CROPYIELD,WHEAT,THND_HA,A,2020,27923.04714,
RUS,CROPYIELD,WHEAT,THND_HA,A,2021,28112.87749,
RUS,CROPYIELD,WHEAT,THND_HA,A,2022,28317.60851,
RUS,CROPYIELD,WHEAT,THND_HA,A,2023,28443.70861,
RUS,CROPYIELD,WHEAT,THND_HA,A,2024,28508.96884,
RUS,CROPYIELD,WHEAT,THND_HA,A,2025,28521.57871,
RUS,CROPYIELD,WHEAT,THND_HA,A,2026,28536.8212,
RUS,CROPYIELD,WHEAT,THND_HA,A,2027,28565.96934,
BRICS,CROPYIELD,RICE,THND_TONNE,A,1990,207460.7028,
BRICS,CROPYIELD,RICE,THND_TONNE,A,1991,205417.7142,
BRICS,CROPYIELD,RICE,THND_TONNE,A,1992,205832.8183,
BRICS,CROPYIELD,RICE,THND_TONNE,A,1993,208233.5405,
BRICS,CROPYIELD,RICE,THND_TONNE,A,1994,209197.6487,
BRICS,CROPYIELD,RICE,THND_TONNE,A,1995,211702.4304,
BRICS,CROPYIELD,RICE,THND_TONNE,A,1996,222362.5626,
BRICS,CROPYIELD,RICE,THND_TONNE,A,1997,226645.4361,
BRICS,CROPYIELD,RICE,THND_TONNE,A,1998,228145.7123,
BRICS,CROPYIELD,RICE,THND_TONNE,A,1999,233817.9936,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2000,221854.4431,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2001,222378.9388,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2002,198934.7188,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2003,205930.7299,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2004,214935.3998,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2005,224961.1329,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2006,226263.1462,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2007,232293.161,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2008,239334.3094,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2009,231916.6871,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2010,238715.5139,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2011,252948.6122,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2012,253732.9278,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2013,255094.157,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2014,256230.556,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2015,256616.3339,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2016,260289.4732,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2017,261688.295,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2018,260880.5615,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2019,264001.5844,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2020,266177.0059,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2021,268066.9823,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2022,270347.1216,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2023,272613.8639,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2024,275021.3729,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2025,277465.6594,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2026,279853.6157,
BRICS,CROPYIELD,RICE,THND_TONNE,A,2027,282232.6932,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,1990,0.8891,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,1991,0.5511,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,1992,0.5521,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,1993,1.4831,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,1994,2.1561,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,1995,10.2621,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,1996,10.9231,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,1997,7.4331,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,1998,4.7811,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,1999,5.6261,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2000,2.3391,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2001,2.8411,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2002,5.8341,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2003,10.0111,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2004,12.6231,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2005,7.6781,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2006,5.8101,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2007,7.3511,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2008,10.3591,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2009,18.7821,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2010,39.1161,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2011,43.6771,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2012,37.0141,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2013,19.0611,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2014,23.4091,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2015,26.4331,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2016,38.7051,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2017,39.65340295,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2018,39.99843812,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2019,40.97892907,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2020,42.00825717,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2021,43.0808538,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2022,44.16941153,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2023,45.22936284,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2024,46.26117705,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2025,47.2719176,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2026,48.30305671,
KOR,CROPYIELD,WHEAT,THND_TONNE,A,2027,49.35980577,
MYS,CROPYIELD,RICE,THND_TONNE,A,1990,1215.070046,
MYS,CROPYIELD,RICE,THND_TONNE,A,1991,1241.690041,
MYS,CROPYIELD,RICE,THND_TONNE,A,1992,1298.180154,
MYS,CROPYIELD,RICE,THND_TONNE,A,1993,1357.080056,
MYS,CROPYIELD,RICE,THND_TONNE,A,1994,1379.01011,
MYS,CROPYIELD,RICE,THND_TONNE,A,1995,1372.550149,
MYS,CROPYIELD,RICE,THND_TONNE,A,1996,1438.610085,
MYS,CROPYIELD,RICE,THND_TONNE,A,1997,1368.24009,
MYS,CROPYIELD,RICE,THND_TONNE,A,1998,1256.790139,
MYS,CROPYIELD,RICE,THND_TONNE,A,1999,1316.920144,
MYS,CROPYIELD,RICE,THND_TONNE,A,2000,1384.02012,
MYS,CROPYIELD,RICE,THND_TONNE,A,2001,1354.410134,
MYS,CROPYIELD,RICE,THND_TONNE,A,2002,1420.610085,
MYS,CROPYIELD,RICE,THND_TONNE,A,2003,1460.180188,
MYS,CROPYIELD,RICE,THND_TONNE,A,2004,1463.670144,
MYS,CROPYIELD,RICE,THND_TONNE,A,2005,1490.210096,
MYS,CROPYIELD,RICE,THND_TONNE,A,2006,1407.330056,
MYS,CROPYIELD,RICE,THND_TONNE,A,2007,1530.920144,
MYS,CROPYIELD,RICE,THND_TONNE,A,2008,1515.800205,
MYS,CROPYIELD,RICE,THND_TONNE,A,2009,1620.850149,
MYS,CROPYIELD,RICE,THND_TONNE,A,2010,1588.070108,
MYS,CROPYIELD,RICE,THND_TONNE,A,2011,1660.870125,
MYS,CROPYIELD,RICE,THND_TONNE,A,2012,1675.050149,
MYS,CROPYIELD,RICE,THND_TONNE,A,2013,1676.970079,
MYS,CROPYIELD,RICE,THND_TONNE,A,2014,1834.840066,
MYS,CROPYIELD,RICE,THND_TONNE,A,2015,1765.540139,
MYS,CROPYIELD,RICE,THND_TONNE,A,2016,1764.26011,
MYS,CROPYIELD,RICE,THND_TONNE,A,2017,1829.310159,
MYS,CROPYIELD,RICE,THND_TONNE,A,2018,1913.711189,
MYS,CROPYIELD,RICE,THND_TONNE,A,2019,1952.326859,
MYS,CROPYIELD,RICE,THND_TONNE,A,2020,1981.263875,
MYS,CROPYIELD,RICE,THND_TONNE,A,2021,2003.124208,
MYS,CROPYIELD,RICE,THND_TONNE,A,2022,2022.233634,
MYS,CROPYIELD,RICE,THND_TONNE,A,2023,2042.175924,
MYS,CROPYIELD,RICE,THND_TONNE,A,2024,2064.304183,
MYS,CROPYIELD,RICE,THND_TONNE,A,2025,2088.157543,
MYS,CROPYIELD,RICE,THND_TONNE,A,2026,2112.0515,
MYS,CROPYIELD,RICE,THND_TONNE,A,2027,2135.229168,
MEX,CROPYIELD,RICE,THND_HA,A,1990,75,
MEX,CROPYIELD,RICE,THND_HA,A,1991,70,
MEX,CROPYIELD,RICE,THND_HA,A,1992,70,
MEX,CROPYIELD,RICE,THND_HA,A,1993,58.939,
MEX,CROPYIELD,RICE,THND_HA,A,1994,87.796,
MEX,CROPYIELD,RICE,THND_HA,A,1995,78.439,
MEX,CROPYIELD,RICE,THND_HA,A,1996,86.778,
MEX,CROPYIELD,RICE,THND_HA,A,1997,113.492,
MEX,CROPYIELD,RICE,THND_HA,A,1998,101.5602,
MEX,CROPYIELD,RICE,THND_HA,A,1999,79.7,
MEX,CROPYIELD,RICE,THND_HA,A,2000,84.1,
MEX,CROPYIELD,RICE,THND_HA,A,2001,53.23172,
MEX,CROPYIELD,RICE,THND_HA,A,2002,50.45724,
MEX,CROPYIELD,RICE,THND_HA,A,2003,60.04366,
MEX,CROPYIELD,RICE,THND_HA,A,2004,62.38988,
MEX,CROPYIELD,RICE,THND_HA,A,2005,57.47922,
MEX,CROPYIELD,RICE,THND_HA,A,2006,70.46963,
MEX,CROPYIELD,RICE,THND_HA,A,2007,70.94872,
MEX,CROPYIELD,RICE,THND_HA,A,2008,50.28569,
MEX,CROPYIELD,RICE,THND_HA,A,2009,54.23043,
MEX,CROPYIELD,RICE,THND_HA,A,2010,41.74779,
MEX,CROPYIELD,RICE,THND_HA,A,2011,34.03744,
MEX,CROPYIELD,RICE,THND_HA,A,2012,31.79526,
MEX,CROPYIELD,RICE,THND_HA,A,2013,34.84513,
MEX,CROPYIELD,RICE,THND_HA,A,2014,35.50913,
MEX,CROPYIELD,RICE,THND_HA,A,2015,45.21997,
MEX,CROPYIELD,RICE,THND_HA,A,2016,40.1565,
MEX,CROPYIELD,RICE,THND_HA,A,2017,40.11029,
MEX,CROPYIELD,RICE,THND_HA,A,2018,39.38013779,
MEX,CROPYIELD,RICE,THND_HA,A,2019,38.63232052,
MEX,CROPYIELD,RICE,THND_HA,A,2020,37.8161388,
MEX,CROPYIELD,RICE,THND_HA,A,2021,36.9041193,
MEX,CROPYIELD,RICE,THND_HA,A,2022,36.08272203,
MEX,CROPYIELD,RICE,THND_HA,A,2023,35.35401742,
MEX,CROPYIELD,RICE,THND_HA,A,2024,34.66616563,
MEX,CROPYIELD,RICE,THND_HA,A,2025,33.93178092,
MEX,CROPYIELD,RICE,THND_HA,A,2026,33.15302942,
MEX,CROPYIELD,RICE,THND_HA,A,2027,32.3519942,
CHN,CROPYIELD,RICE,THND_TONNE,A,1990,127231.1017,
CHN,CROPYIELD,RICE,THND_TONNE,A,1991,123522.3282,
CHN,CROPYIELD,RICE,THND_TONNE,A,1992,125698.5001,
CHN,CROPYIELD,RICE,THND_TONNE,A,1993,120837.3595,
CHN,CROPYIELD,RICE,THND_TONNE,A,1994,119986.297,
CHN,CROPYIELD,RICE,THND_TONNE,A,1995,126882.547,
CHN,CROPYIELD,RICE,THND_TONNE,A,1996,133646.2345,
CHN,CROPYIELD,RICE,THND_TONNE,A,1997,137503.4689,
CHN,CROPYIELD,RICE,THND_TONNE,A,1998,136117.7189,
CHN,CROPYIELD,RICE,THND_TONNE,A,1999,135964.2814,
CHN,CROPYIELD,RICE,THND_TONNE,A,2000,128716.9767,
CHN,CROPYIELD,RICE,THND_TONNE,A,2001,121642.9689,
CHN,CROPYIELD,RICE,THND_TONNE,A,2002,119559.8985,
CHN,CROPYIELD,RICE,THND_TONNE,A,2003,110048.6798,
CHN,CROPYIELD,RICE,THND_TONNE,A,2004,122675.961,
CHN,CROPYIELD,RICE,THND_TONNE,A,2005,123704.1485,
CHN,CROPYIELD,RICE,THND_TONNE,A,2006,124476.8282,
CHN,CROPYIELD,RICE,THND_TONNE,A,2007,127433.2892,
CHN,CROPYIELD,RICE,THND_TONNE,A,2008,131449.454,
CHN,CROPYIELD,RICE,THND_TONNE,A,2009,133646.2345,
CHN,CROPYIELD,RICE,THND_TONNE,A,2010,134096.2814,
CHN,CROPYIELD,RICE,THND_TONNE,A,2011,137685.6891,
CHN,CROPYIELD,RICE,THND_TONNE,A,2012,139901.6564,
CHN,CROPYIELD,RICE,THND_TONNE,A,2013,139474.2189,
CHN,CROPYIELD,RICE,THND_TONNE,A,2014,141457.297,
CHN,CROPYIELD,RICE,THND_TONNE,A,2015,142634.1255,
CHN,CROPYIELD,RICE,THND_TONNE,A,2016,141846.3751,
CHN,CROPYIELD,RICE,THND_TONNE,A,2017,142863.5939,
CHN,CROPYIELD,RICE,THND_TONNE,A,2018,140780.7224,
CHN,CROPYIELD,RICE,THND_TONNE,A,2019,141749.8007,
CHN,CROPYIELD,RICE,THND_TONNE,A,2020,142061.174,
CHN,CROPYIELD,RICE,THND_TONNE,A,2021,142220.1802,
CHN,CROPYIELD,RICE,THND_TONNE,A,2022,142697.705,
CHN,CROPYIELD,RICE,THND_TONNE,A,2023,143047.6292,
CHN,CROPYIELD,RICE,THND_TONNE,A,2024,143416.4637,
CHN,CROPYIELD,RICE,THND_TONNE,A,2025,143823.8175,
CHN,CROPYIELD,RICE,THND_TONNE,A,2026,144187.8533,
CHN,CROPYIELD,RICE,THND_TONNE,A,2027,144539.7231,
CAN,CROPYIELD,RICE,THND_TONNE,A,1990,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,1991,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,1992,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,1993,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,1994,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,1995,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,1996,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,1997,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,1998,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,1999,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2000,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2001,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2002,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2003,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2004,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2005,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2006,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2007,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2008,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2009,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2010,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2011,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2012,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2013,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2014,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2015,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2016,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2017,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2018,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2019,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2020,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2021,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2022,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2023,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2024,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2025,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2026,0.0001,
CAN,CROPYIELD,RICE,THND_TONNE,A,2027,0.0001,
BRA,CROPYIELD,RICE,THND_HA,A,1990,4180,
BRA,CROPYIELD,RICE,THND_HA,A,1991,4232,
BRA,CROPYIELD,RICE,THND_HA,A,1992,4614,
BRA,CROPYIELD,RICE,THND_HA,A,1993,4385,
BRA,CROPYIELD,RICE,THND_HA,A,1994,4391,
BRA,CROPYIELD,RICE,THND_HA,A,1995,4268,
BRA,CROPYIELD,RICE,THND_HA,A,1996,3863,
BRA,CROPYIELD,RICE,THND_HA,A,1997,3494,
BRA,CROPYIELD,RICE,THND_HA,A,1998,3249,
BRA,CROPYIELD,RICE,THND_HA,A,1999,3845.199951,
BRA,CROPYIELD,RICE,THND_HA,A,2000,3677.600098,
BRA,CROPYIELD,RICE,THND_HA,A,2001,3250.300049,
BRA,CROPYIELD,RICE,THND_HA,A,2002,3219.600098,
BRA,CROPYIELD,RICE,THND_HA,A,2003,3186.100098,
BRA,CROPYIELD,RICE,THND_HA,A,2004,3654.399902,
BRA,CROPYIELD,RICE,THND_HA,A,2005,3916.300049,
BRA,CROPYIELD,RICE,THND_HA,A,2006,3017.800049,
BRA,CROPYIELD,RICE,THND_HA,A,2007,2967.399902,
BRA,CROPYIELD,RICE,THND_HA,A,2008,2875,
BRA,CROPYIELD,RICE,THND_HA,A,2009,2909,
BRA,CROPYIELD,RICE,THND_HA,A,2010,2764.800049,
BRA,CROPYIELD,RICE,THND_HA,A,2011,2820.300049,
BRA,CROPYIELD,RICE,THND_HA,A,2012,2426.699951,
BRA,CROPYIELD,RICE,THND_HA,A,2013,2399.600098,
BRA,CROPYIELD,RICE,THND_HA,A,2014,2372.899902,
BRA,CROPYIELD,RICE,THND_HA,A,2015,2295.100098,
BRA,CROPYIELD,RICE,THND_HA,A,2016,2008,
BRA,CROPYIELD,RICE,THND_HA,A,2017,1980.900024,
BRA,CROPYIELD,RICE,THND_HA,A,2018,1999.999988,
BRA,CROPYIELD,RICE,THND_HA,A,2019,1988.650097,
BRA,CROPYIELD,RICE,THND_HA,A,2020,1974.011,
BRA,CROPYIELD,RICE,THND_HA,A,2021,1954.078987,
BRA,CROPYIELD,RICE,THND_HA,A,2022,1940.739928,
BRA,CROPYIELD,RICE,THND_HA,A,2023,1932.324915,
BRA,CROPYIELD,RICE,THND_HA,A,2024,1925.350111,
BRA,CROPYIELD,RICE,THND_HA,A,2025,1914.764714,
BRA,CROPYIELD,RICE,THND_HA,A,2026,1901.946712,
BRA,CROPYIELD,RICE,THND_HA,A,2027,1888.106613,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,1990,0.0001,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,1991,0.0001,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,1992,0.0001,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,1993,0.0001,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,1994,116042.2749,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,1995,119900.6897,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,1996,124978.3163,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,1997,127373.8575,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,1998,135657.953,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,1999,124232.1625,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2000,132760.4364,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2001,126901.8935,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2002,134211.8729,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2003,111947.2955,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2004,149861.0744,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2005,135772.5138,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2006,127304.5598,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2007,120808.7349,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2008,151394.9301,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2009,139610.0201,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2010,137252.9901,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2011,139725.1001,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2012,134362.0401,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2013,144304.0101,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2014,157378.9701,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2015,160903.7801,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2016,144843.4911,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2017,151095.1291,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2018,154282.4715,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2019,155315.7503,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2020,156554.3429,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2021,157777.5068,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2022,158932.8747,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2023,160028.1601,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2024,161109.6859,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2025,162173.8638,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2026,163298.377,
EU28,CROPYIELD,WHEAT,THND_TONNE,A,2027,164444.8252,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,1990,291.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,1991,180.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,1992,254.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,1993,217.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,1994,103.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,1995,242.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,1996,185.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,1997,116.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,1998,155.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,1999,29.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2000,96.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2001,162.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2002,179.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2003,187.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2004,128.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2005,201.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2006,131.2000969,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2007,159.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2008,76.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2009,133.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2010,112.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2011,142.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2012,222.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2013,178.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2014,140.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2015,173.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2016,168.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2017,170.0001,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2018,170.8534507,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2019,171.4725886,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2020,175.1838551,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2021,178.8325665,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2022,184.0004395,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2023,189.2043183,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2024,193.9410967,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2025,198.0136395,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2026,201.9973385,
ISR,CROPYIELD,WHEAT,THND_TONNE,A,2027,206.1296826,
WLD,CROPYIELD,RICE,THND_HA,A,1990,146016.0834,
WLD,CROPYIELD,RICE,THND_HA,A,1991,146834.4903,
WLD,CROPYIELD,RICE,THND_HA,A,1992,146734.2654,
WLD,CROPYIELD,RICE,THND_HA,A,1993,145919.4842,
WLD,CROPYIELD,RICE,THND_HA,A,1994,146434.4829,
WLD,CROPYIELD,RICE,THND_HA,A,1995,149579.6044,
WLD,CROPYIELD,RICE,THND_HA,A,1996,150627.1873,
WLD,CROPYIELD,RICE,THND_HA,A,1997,151188.0648,
WLD,CROPYIELD,RICE,THND_HA,A,1998,152381.2685,
WLD,CROPYIELD,RICE,THND_HA,A,1999,156788.7989,
WLD,CROPYIELD,RICE,THND_HA,A,2000,153854.6995,
WLD,CROPYIELD,RICE,THND_HA,A,2001,151977.2903,
WLD,CROPYIELD,RICE,THND_HA,A,2002,147237.123,
WLD,CROPYIELD,RICE,THND_HA,A,2003,148576.65,
WLD,CROPYIELD,RICE,THND_HA,A,2004,150587.7483,
WLD,CROPYIELD,RICE,THND_HA,A,2005,154556.6303,
WLD,CROPYIELD,RICE,THND_HA,A,2006,154378.3729,
